ID_Pedidos,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,Festival,duracion(min),ID_Clientes,ID_Comercios,ID_Repartidores
0x764e ,2022-04-04,23:55:00,00:10:00,Stormy,Low ,electric_scooter ,No ,15,787,113,56
0xd46e ,2022-02-14,21:50:00,22:00:00,Windy,Jam ,scooter ,No ,10,823,120,35
0xc3b7 ,2022-02-18,22:50:00,23:05:00,Fog,Low ,motorcycle ,No ,15,844,80,90
0x3141 ,2022-03-17,09:25:00,09:30:00,Cloudy,Low ,motorcycle ,No ,5,410,32,21
0xa45f ,2022-03-05,17:50:00,17:55:00,Cloudy,Medium ,motorcycle ,No ,5,307,37,56
0x3063 ,2022-03-10,22:30:00,22:40:00,Stormy,Low ,motorcycle ,No ,10,121,32,67
0xc40f ,2022-02-12,22:55:00,23:10:00,Cloudy,Low ,motorcycle ,No ,15,822,150,49
0x4bf1 ,2022-03-05,10:20:00,10:30:00,Stormy,Low ,scooter ,No ,10,201,167,42
0x2822 ,2022-03-15,22:15:00,22:30:00,Sunny,Low ,motorcycle ,No ,15,180,96,71
0xa83 ,2022-04-05,20:10:00,20:15:00,Fog,Jam ,scooter ,No ,5,301,56,83
0x22d9 ,2022-03-01,17:35:00,17:40:00,Fog,Medium ,motorcycle ,No ,5,761,137,52
0x2926 ,2022-03-18,21:15:00,21:30:00,Sandstorms,Jam ,motorcycle ,No ,15,59,131,11
0x8a64 ,2022-03-19,18:20:00,18:35:00,Stormy,Medium ,motorcycle ,No ,15,486,67,98
0xa85 ,2022-03-09,21:20:00,21:25:00,Windy,Jam ,electric_scooter ,No ,5,630,127,54
0x64a1 ,2022-03-24,08:30:00,08:45:00,Fog,Low ,electric_scooter ,No ,15,647,184,19
0x8469 ,2022-03-18,19:55:00,20:00:00,Sandstorms,Jam ,motorcycle ,No ,5,362,134,48
0x7cb ,2022-03-14,22:25:00,22:40:00,Fog,Low ,motorcycle ,No ,15,314,33,97
0xc562 ,2022-02-18,21:20:00,21:35:00,Cloudy,Jam ,motorcycle ,No ,15,547,16,22
0x3e28 ,2022-03-05,09:15:00,09:20:00,Cloudy,Low ,motorcycle ,No ,5,690,187,76
0x63e3 ,2022-03-29,17:15:00,17:25:00,Fog,Medium ,motorcycle ,No ,10,463,181,27
0xab3d ,2022-03-17,21:45:00,21:55:00,Sandstorms,Jam ,motorcycle ,No ,10,710,1,63
0xd779 ,2022-02-14,18:10:00,18:15:00,Fog,Medium ,scooter ,No ,5,844,2,31
0x6939 ,2022-03-15,19:30:00,19:35:00,Sunny,Jam ,electric_scooter ,No ,5,530,15,11
0xcfa2 ,2022-02-12,22:20:00,22:25:00,Sandstorms,Low ,scooter ,No ,5,197,108,1
0xd897 ,2022-02-17,18:35:00,18:50:00,Cloudy,Medium ,motorcycle ,No ,15,431,93,79
0x3439 ,2022-03-28,09:10:00,09:20:00,Fog,Low ,motorcycle ,No ,10,797,154,56
0x2eed ,2022-03-07,21:20:00,21:25:00,Sunny,Jam ,motorcycle ,No ,5,616,150,21
0x610c ,2022-04-01,20:50:00,21:00:00,Sunny,Jam ,scooter ,No ,10,527,15,3
0xd1c5 ,2022-02-17,09:15:00,09:20:00,Stormy,Low ,scooter ,No ,5,376,175,45
0xdbb0 ,2022-02-12,23:45:00,23:55:00,Sandstorms,Low ,scooter ,No ,10,919,124,35
0x294d ,2022-03-28,10:40:00,10:45:00,Windy,Low ,motorcycle ,No ,5,50,42,4
0x4c67 ,2022-03-11,19:25:00,19:40:00,Stormy,Jam ,scooter ,No ,15,686,61,11
0x8bee ,2022-03-03,23:30:00,23:45:00,Stormy,Low ,motorcycle ,No ,15,156,131,44
0x689a ,2022-04-01,18:15:00,18:20:00,Cloudy,Medium ,motorcycle ,No ,5,935,95,93
0x93d0 ,2022-03-28,15:00:00,15:05:00,Cloudy,High ,motorcycle ,No ,5,203,15,65
0x11f2 ,2022-04-02,22:20:00,22:30:00,Windy,Low ,scooter ,No ,10,76,66,76
0x717d ,2022-04-03,19:25:00,19:35:00,Cloudy,Jam ,scooter ,No ,10,867,179,2
0x841f ,2022-03-20,20:30:00,20:35:00,Stormy,Jam ,electric_scooter ,No ,5,122,109,81
0xaae5 ,2022-03-12,23:45:00,23:50:00,Sunny,Low ,motorcycle ,No ,5,388,35,21
0x7fc6 ,2022-03-27,18:25:00,18:40:00,Sandstorms,Medium ,motorcycle ,No ,15,593,148,35
0x4729 ,2022-03-27,22:35:00,22:45:00,Windy,Low ,scooter ,No ,10,67,147,66
0x97af ,2022-03-14,21:10:00,21:20:00,Sunny,Jam ,scooter ,No ,10,411,180,28
0x57c1 ,2022-03-06,17:10:00,17:15:00,Windy,Medium ,motorcycle ,No ,5,194,180,71
0x7976 ,2022-03-12,17:30:00,17:35:00,Fog,Medium ,motorcycle ,No ,5,807,67,95
0x6dfc ,2022-04-06,18:00:00,18:15:00,Stormy,Medium ,motorcycle ,No ,15,506,143,41
0x19b8 ,2022-03-25,19:50:00,20:05:00,Sandstorms,Jam ,motorcycle ,No ,15,291,45,29
0x6c86 ,2022-03-09,12:00:00,12:05:00,Cloudy,High ,motorcycle ,No ,5,349,107,60
0x3958 ,2022-03-01,13:20:00,13:25:00,Fog,High ,motorcycle ,No ,5,499,10,83
0x77a1 ,2022-03-04,18:00:00,18:10:00,Windy,Medium ,scooter ,No ,10,232,72,28
0xdab5 ,2022-02-18,22:20:00,22:30:00,Fog,Low ,electric_scooter ,No ,10,588,110,56
0x1e97 ,2022-03-01,09:50:00,10:05:00,Stormy,Low ,motorcycle ,No ,15,969,89,32
0x56dd ,2022-04-03,20:35:00,20:45:00,Windy,Jam ,motorcycle ,No ,10,582,1,66
0x53f6 ,2022-04-05,11:25:00,11:35:00,Windy,High ,scooter ,No ,10,787,166,28
0x49cc ,2022-03-17,21:10:00,21:15:00,Windy,Jam ,motorcycle ,No ,5,990,6,80
0x2a40 ,2022-03-20,17:30:00,17:35:00,Windy,Medium ,motorcycle ,No ,5,958,57,28
0xd960 ,2022-02-18,22:25:00,22:40:00,Cloudy,Low ,motorcycle ,No ,15,597,147,1
0xcdeb ,2022-02-17,15:40:00,15:50:00,Cloudy,Medium ,motorcycle ,No ,10,620,6,97
0x52ec ,2022-03-08,19:00:00,19:15:00,Windy,Medium ,motorcycle ,No ,15,243,74,27
0x85b1 ,2022-03-30,20:00:00,20:10:00,Windy,Jam ,motorcycle ,No ,10,202,146,82
0xe20a ,2022-02-16,18:00:00,18:10:00,Fog,Medium ,motorcycle ,No ,10,844,98,19
0x8a8f ,2022-03-26,19:20:00,19:25:00,Stormy,Jam ,scooter ,No ,5,812,95,58
0xb010 ,2022-03-13,11:40:00,11:45:00,Windy,High ,motorcycle ,No ,5,912,163,3
0x3e3a ,2022-03-06,20:10:00,20:15:00,Cloudy,Jam ,scooter ,No ,5,229,36,46
0x112e ,2022-03-03,09:20:00,09:30:00,Fog,Low ,scooter ,No ,10,294,15,25
0x9f9f ,2022-04-05,13:35:00,13:50:00,Stormy,High ,motorcycle ,No ,15,925,109,30
0x5ef0 ,2022-03-05,09:00:00,09:10:00,Sunny,Low ,scooter ,No ,10,282,37,44
0x9b49 ,2022-03-27,23:25:00,23:30:00,Fog,Low ,motorcycle ,No ,5,136,155,44
0x88e4 ,2022-03-02,22:00:00,22:15:00,Sunny,Jam ,motorcycle ,No ,15,304,92,48
0xac8 ,2022-03-25,22:50:00,22:55:00,Cloudy,Low ,motorcycle ,No ,5,132,162,55
0x3694 ,2022-03-23,22:35:00,22:40:00,Cloudy,Low ,scooter ,No ,5,281,167,44
0x13d8 ,2022-03-20,22:25:00,22:30:00,Stormy,Low ,scooter ,No ,5,485,106,83
0x5600 ,2022-04-02,17:30:00,17:40:00,Cloudy,Medium ,scooter ,No ,10,946,100,94
0x45c2 ,2022-03-18,19:10:00,19:25:00,Fog,Jam ,motorcycle ,No ,15,261,128,6
0x9990 ,2022-04-02,23:30:00,23:40:00,Stormy,Low ,motorcycle ,No ,10,193,18,38
0x4322 ,2022-03-23,17:10:00,17:15:00,Fog,Medium ,motorcycle ,No ,5,758,88,53
0x1f47 ,2022-03-17,23:00:00,23:05:00,Sandstorms,Low ,motorcycle ,No ,5,995,107,15
0x3d68 ,2022-03-01,21:00:00,21:10:00,Stormy,Jam ,scooter ,No ,10,339,87,46
0x65d ,2022-04-02,22:45:00,23:00:00,Cloudy,Low ,motorcycle ,No ,15,756,127,85
0x8734 ,2022-03-12,18:50:00,18:55:00,Stormy,Medium ,scooter ,No ,5,807,67,60
0x3bf0 ,2022-03-26,09:25:00,09:30:00,Sunny,Low ,motorcycle ,No ,5,40,48,72
0xb742 ,2022-04-01,22:00:00,22:15:00,Fog,Jam ,motorcycle ,No ,15,953,132,53
0xe285 ,2022-02-11,13:50:00,14:05:00,Windy,High ,motorcycle ,No ,15,873,93,21
0x7221 ,2022-03-02,22:45:00,22:55:00,Fog,Low ,motorcycle ,No ,10,209,91,86
0x265f ,2022-03-05,19:50:00,19:55:00,Fog,Jam ,motorcycle ,No ,5,350,80,99
0x145b ,2022-03-03,11:10:00,11:15:00,Stormy,High ,scooter ,No ,5,854,20,39
0x5146 ,2022-03-05,20:45:00,21:00:00,Stormy,Jam ,motorcycle ,No ,15,108,49,24
0x46f1 ,2022-03-10,20:40:00,20:55:00,Windy,Jam ,motorcycle ,No ,15,702,35,29
0xd922 ,2022-02-14,20:25:00,20:30:00,Stormy,Jam ,motorcycle ,No ,5,268,173,22
0xc100 ,2022-02-17,13:00:00,13:10:00,Cloudy,High ,motorcycle ,No ,10,911,48,4
0x76d5 ,2022-03-08,17:35:00,17:45:00,Fog,Medium ,scooter ,No ,10,595,109,89
0xa474 ,2022-04-06,18:55:00,19:05:00,Sandstorms,Medium ,motorcycle ,No ,10,242,123,24
0x937b ,2022-03-16,19:35:00,19:50:00,Stormy,Jam ,electric_scooter ,No ,15,892,143,44
0x2c46 ,2022-04-04,23:45:00,23:55:00,Sunny,Low ,electric_scooter ,No ,10,996,75,100
0xb9ae ,2022-03-06,22:00:00,22:05:00,Sunny,Jam ,motorcycle ,No ,5,964,117,80
0x6b9e ,2022-04-06,20:30:00,20:45:00,Stormy,Jam ,motorcycle ,No ,15,641,29,33
0x7d02 ,2022-03-09,23:10:00,23:15:00,Sunny,Low ,motorcycle ,No ,5,203,63,55
0xcc0e ,2022-02-13,09:00:00,09:10:00,Windy,Low ,scooter ,No ,10,246,170,24
0xba44 ,2022-04-02,21:10:00,21:15:00,Stormy,Jam ,scooter ,No ,5,784,18,18
0x23e5 ,2022-03-14,22:25:00,22:40:00,Sandstorms,Low ,electric_scooter ,No ,15,324,111,49
0x1274 ,2022-03-03,13:35:00,13:45:00,Sunny,High ,motorcycle ,No ,10,294,35,37
0x46a8 ,2022-03-20,18:45:00,18:50:00,Stormy,Medium ,electric_scooter ,No ,5,532,148,16
0x5657 ,2022-03-03,20:00:00,20:05:00,Cloudy,Jam ,scooter ,No ,5,814,38,99
0x964b ,2022-03-10,17:20:00,17:25:00,Cloudy,Medium ,scooter ,No ,5,526,4,60
0x31eb ,2022-03-15,22:40:00,22:50:00,Fog,Low ,motorcycle ,No ,10,829,78,55
0xa71c ,2022-04-04,19:00:00,19:10:00,Sandstorms,Medium ,motorcycle ,No ,10,35,133,11
0x46c7 ,2022-03-07,12:45:00,12:50:00,Sandstorms,High ,motorcycle ,No ,5,71,176,90
0xd9f5 ,2022-02-13,22:40:00,22:45:00,Sunny,Low ,electric_scooter ,No ,5,182,152,34
0x3933 ,2022-03-11,20:00:00,20:15:00,Windy,Jam ,scooter ,No ,15,327,7,95
0x7a14 ,2022-03-10,20:45:00,20:55:00,Stormy,Jam ,motorcycle ,No ,10,425,72,13
0xdc63 ,2022-02-14,21:45:00,22:00:00,Cloudy,Jam ,motorcycle ,No ,15,653,89,81
0x64e4 ,2022-03-13,09:55:00,10:00:00,Sandstorms,Low ,motorcycle ,No ,5,309,92,33
0xa4df ,2022-04-04,20:25:00,20:35:00,Fog,Jam ,motorcycle ,No ,10,176,102,91
0xab29 ,2022-04-06,20:00:00,20:10:00,Fog,Jam ,scooter ,No ,10,507,109,62
0xd535 ,2022-02-14,22:00:00,22:05:00,Sandstorms,Jam ,motorcycle ,No ,5,902,187,82
0xb16f ,2022-03-28,12:15:00,12:30:00,Sunny,High ,motorcycle ,No ,15,274,46,12
0x1246 ,2022-03-04,17:55:00,18:10:00,Windy,Medium ,motorcycle ,No ,15,832,95,62
0x1321 ,2022-03-05,23:10:00,23:25:00,Stormy,Low ,motorcycle ,No ,15,603,9,80
0x6a06 ,2022-03-30,10:50:00,11:05:00,Sandstorms,Low ,motorcycle ,No ,15,260,100,11
0x82af ,2022-03-30,08:40:00,08:45:00,Sunny,Low ,electric_scooter ,No ,5,29,30,24
0xa526 ,2022-03-24,18:00:00,18:15:00,Cloudy,Medium ,scooter ,No ,15,156,129,56
0xdc0a ,2022-02-16,21:30:00,21:40:00,Stormy,Jam ,motorcycle ,No ,10,160,136,32
0x8eb4 ,2022-04-01,19:25:00,19:35:00,Stormy,Jam ,scooter ,No ,10,56,28,90
0x8f67 ,2022-03-26,14:20:00,14:35:00,Sunny,High ,electric_scooter ,No ,15,613,66,93
0x2020 ,2022-03-03,23:55:00,00:10:00,Stormy,Low ,motorcycle ,No ,15,590,149,27
0xb87a ,2022-04-01,12:00:00,12:10:00,Windy,High ,motorcycle ,No ,10,376,164,1
0x8214 ,2022-03-14,21:55:00,22:05:00,Cloudy,Jam ,scooter ,No ,10,270,128,64
0x6dc2 ,2022-03-18,18:10:00,18:15:00,Cloudy,Medium ,electric_scooter ,No ,5,113,54,68
0x6ddb ,2022-03-09,08:50:00,08:55:00,Sunny,Low ,scooter ,No ,5,209,26,29
0x4557 ,2022-03-03,11:10:00,11:15:00,Fog,High ,motorcycle ,No ,5,580,53,84
0x27ee ,2022-03-05,09:20:00,09:25:00,Stormy,Low ,motorcycle ,No ,5,982,153,90
0xf7c ,2022-03-17,11:55:00,12:05:00,Sunny,High ,scooter ,No ,10,472,188,43
0x1544 ,2022-03-23,21:30:00,21:35:00,Cloudy,Jam ,motorcycle ,No ,5,632,86,48
0xac4e ,2022-03-28,21:30:00,21:35:00,Windy,Jam ,motorcycle ,No ,5,549,61,39
0xe0b7 ,2022-02-13,22:15:00,22:25:00,Fog,Low ,motorcycle ,No ,10,618,80,28
0xb459 ,2022-03-21,11:45:00,11:55:00,Sunny,High ,motorcycle ,No ,10,315,180,53
0x99cf ,2022-04-06,19:35:00,19:50:00,Cloudy,Jam ,scooter ,No ,15,190,111,60
0x86a2 ,2022-03-21,11:20:00,11:25:00,Cloudy,High ,electric_scooter ,No ,5,120,130,56
0xb899 ,2022-04-03,09:15:00,09:30:00,Stormy,Low ,motorcycle ,No ,15,405,98,47
0xb2b2 ,2022-03-09,19:50:00,19:55:00,Fog,Jam ,motorcycle ,No ,5,95,26,19
0x1111 ,2022-04-06,18:00:00,18:15:00,Cloudy,Medium ,motorcycle ,No ,15,926,142,54
0x79ee ,2022-03-24,10:20:00,10:25:00,Sunny,Low ,motorcycle ,No ,5,677,115,67
0x8949 ,2022-04-01,09:55:00,10:05:00,Cloudy,Low ,motorcycle ,No ,10,479,77,86
0x9be2 ,2022-03-12,17:40:00,17:55:00,Sandstorms,Medium ,motorcycle ,No ,15,914,61,16
0x1692 ,2022-04-01,15:55:00,16:00:00,Sandstorms,Medium ,motorcycle ,No ,5,667,28,25
0x8321 ,2022-03-06,19:50:00,19:55:00,Windy,Jam ,scooter ,No ,5,99,178,9
0xd88c ,2022-02-16,20:35:00,20:40:00,Sunny,Jam ,motorcycle ,No ,5,872,83,5
0x28b7 ,2022-04-02,17:55:00,18:00:00,Fog,Medium ,motorcycle ,No ,5,328,167,50
0x73ef ,2022-03-23,23:30:00,23:35:00,Stormy,Low ,scooter ,No ,5,559,120,35
0x2f8f ,2022-03-16,18:25:00,18:30:00,Cloudy,Medium ,motorcycle ,No ,5,129,160,25
0x1837 ,2022-03-03,11:15:00,11:20:00,Windy,High ,scooter ,No ,5,365,187,39
0x5be8 ,2022-03-13,22:30:00,22:35:00,Windy,Low ,scooter ,No ,5,984,39,10
0x8882 ,2022-03-13,11:30:00,11:35:00,Stormy,High ,scooter ,No ,5,790,41,41
0x7762 ,2022-03-17,08:15:00,08:30:00,Fog,Low ,motorcycle ,No ,15,879,162,25
0xb4a5 ,2022-04-03,15:50:00,16:00:00,Windy,Medium ,electric_scooter ,No ,10,576,133,39
0xa9ee ,2022-03-30,11:55:00,12:05:00,Windy,High ,motorcycle ,No ,10,410,120,17
0x9826 ,2022-04-04,22:30:00,22:40:00,Sandstorms,Low ,scooter ,No ,10,424,72,26
0x8f8a ,2022-03-13,21:00:00,21:15:00,Cloudy,Jam ,scooter ,No ,15,89,121,49
0xd4d6 ,2022-02-17,10:15:00,10:30:00,Sandstorms,Low ,motorcycle ,No ,15,897,179,61
0x58e1 ,2022-03-07,17:35:00,17:50:00,Cloudy,Medium ,motorcycle ,No ,15,553,3,91
0xcd9e ,2022-02-14,22:20:00,22:30:00,Stormy,Low ,motorcycle ,No ,10,75,52,85
0x8733 ,2022-03-17,16:20:00,16:25:00,Sunny,Medium ,scooter ,No ,5,634,7,65
0x72e6 ,2022-03-08,19:00:00,19:10:00,Stormy,Medium ,motorcycle ,No ,10,103,28,58
0x8471 ,2022-03-26,17:45:00,18:00:00,Cloudy,Medium ,scooter ,No ,15,465,49,46
0x97b5 ,2022-03-29,21:45:00,21:55:00,Sandstorms,Jam ,scooter ,No ,10,544,68,21
0x33fc ,2022-04-06,21:55:00,22:05:00,Windy,Jam ,motorcycle ,No ,10,774,181,22
0x1289 ,2022-04-06,17:35:00,17:40:00,Sunny,Medium ,scooter ,No ,5,398,181,1
0x9f2f ,2022-04-04,21:15:00,21:25:00,Stormy,Jam ,scooter ,No ,10,742,78,33
0x9888 ,2022-03-20,17:25:00,17:40:00,Fog,Medium ,scooter ,No ,15,876,66,10
0xb9de ,2022-03-05,19:15:00,19:20:00,Sunny,Jam ,motorcycle ,No ,5,605,62,5
0x4993 ,2022-03-10,20:20:00,20:25:00,Cloudy,Jam ,motorcycle ,No ,5,887,74,23
0x4c99 ,2022-03-24,08:20:00,08:25:00,Sandstorms,Low ,motorcycle ,No ,5,690,134,33
0x83cc ,2022-03-06,20:50:00,21:00:00,Sandstorms,Jam ,motorcycle ,No ,10,271,143,33
0x9edd ,2022-03-17,19:20:00,19:30:00,Sunny,Jam ,motorcycle ,No ,10,498,19,96
0x71ed ,2022-03-30,22:10:00,22:25:00,Sunny,Low ,motorcycle ,No ,15,204,95,85
0x3b04 ,2022-03-31,22:00:00,22:05:00,Windy,Jam ,motorcycle ,No ,5,650,20,36
0x2719 ,2022-03-09,20:30:00,20:40:00,Windy,Jam ,electric_scooter ,No ,10,734,99,12
0x240b ,2022-03-25,21:20:00,21:25:00,Sunny,Jam ,motorcycle ,No ,5,811,8,25
0xd65f ,2022-02-12,21:50:00,21:55:00,Sandstorms,Jam ,scooter ,No ,5,819,111,11
0x55af ,2022-03-09,18:20:00,18:25:00,Stormy,Medium ,motorcycle ,No ,5,695,8,98
0x9e96 ,2022-03-07,14:30:00,14:40:00,Sunny,High ,motorcycle ,No ,10,244,104,42
0x85b3 ,2022-03-11,19:50:00,20:05:00,Sandstorms,Jam ,motorcycle ,No ,15,322,188,64
0xb218 ,2022-03-17,23:50:00,23:55:00,Cloudy,Low ,motorcycle ,No ,5,539,162,23
0x9197 ,2022-03-03,17:45:00,18:00:00,Fog,Medium ,scooter ,No ,15,156,63,99
0x8beb ,2022-03-11,12:00:00,12:15:00,Fog,High ,scooter ,No ,15,8,5,54
0x8496 ,2022-04-05,16:55:00,17:05:00,Stormy,Medium ,scooter ,No ,10,49,66,97
0x1db6 ,2022-03-11,19:15:00,19:25:00,Stormy,Jam ,motorcycle ,No ,10,406,84,18
0x75d7 ,2022-03-04,20:15:00,20:20:00,Sandstorms,Jam ,motorcycle ,No ,5,366,78,85
0x72b4 ,2022-03-23,23:15:00,23:20:00,Windy,Low ,motorcycle ,No ,5,279,2,56
0x3ac0 ,2022-03-26,21:00:00,21:15:00,Sandstorms,Jam ,scooter ,No ,15,147,81,15
0x38ff ,2022-04-05,19:35:00,19:40:00,Cloudy,Jam ,motorcycle ,No ,5,660,99,62
0x7c5 ,2022-03-31,00:00:00,00:05:00,Fog,Low ,motorcycle ,No ,5,173,188,81
0xb52a ,2022-03-07,23:00:00,23:15:00,Sandstorms,Low ,motorcycle ,No ,15,534,131,41
0x740f ,2022-03-06,19:10:00,19:15:00,Fog,Jam ,scooter ,No ,5,533,99,76
0xa433 ,2022-03-09,19:30:00,19:35:00,Cloudy,Jam ,motorcycle ,No ,5,389,139,38
0xa36a ,2022-03-11,18:00:00,18:10:00,Windy,Medium ,motorcycle ,No ,10,673,25,50
0x677a ,2022-03-26,11:45:00,12:00:00,Cloudy,High ,scooter ,No ,15,812,126,87
0x3d12 ,2022-03-10,23:40:00,23:55:00,Sandstorms,Low ,motorcycle ,No ,15,425,35,46
0xd847 ,2022-02-15,08:45:00,09:00:00,Fog,Low ,electric_scooter ,No ,15,951,140,66
0x8dfb ,2022-03-11,18:20:00,18:25:00,Cloudy,Medium ,scooter ,No ,5,780,65,56
0x6ce7 ,2022-03-01,10:55:00,11:00:00,Sunny,Low ,scooter ,No ,5,530,4,63
0xb49f ,2022-04-03,20:35:00,20:45:00,Windy,Jam ,motorcycle ,No ,10,151,94,13
0xa192 ,2022-03-23,18:00:00,18:15:00,Sunny,Medium ,motorcycle ,No ,15,982,81,41
0x4669 ,2022-03-17,21:00:00,21:05:00,Sunny,Jam ,motorcycle ,No ,5,90,52,61
0xe22a ,2022-02-11,09:25:00,09:30:00,Sandstorms,Low ,motorcycle ,No ,5,779,8,39
0x17d5 ,2022-03-04,18:50:00,18:55:00,Fog,Medium ,scooter ,No ,5,358,178,11
0x6265 ,2022-03-07,21:55:00,22:10:00,Cloudy,Jam ,motorcycle ,No ,15,924,50,51
0x1651 ,2022-03-20,20:25:00,20:30:00,Windy,Jam ,motorcycle ,No ,5,603,14,52
0x1123 ,2022-03-12,17:15:00,17:25:00,Sunny,Medium ,motorcycle ,No ,10,842,139,50
0x823e ,2022-03-16,21:35:00,21:45:00,Stormy,Jam ,electric_scooter ,No ,10,870,15,25
0x23c5 ,2022-04-01,23:40:00,23:50:00,Stormy,Low ,electric_scooter ,No ,10,416,8,36
0x1c63 ,2022-03-21,20:55:00,21:00:00,Cloudy,Jam ,motorcycle ,No ,5,164,34,22
0x10f0 ,2022-03-10,19:40:00,19:50:00,Fog,Jam ,motorcycle ,No ,10,361,15,92
0x5fe5 ,2022-03-02,22:00:00,22:05:00,Windy,Jam ,motorcycle ,No ,5,803,170,96
0x984d ,2022-03-06,22:00:00,22:10:00,Cloudy,Jam ,scooter ,No ,10,245,19,2
0x8171 ,2022-03-04,20:40:00,20:50:00,Stormy,Jam ,scooter ,No ,10,868,167,71
0xd2f7 ,2022-02-18,18:40:00,18:55:00,Stormy,Medium ,scooter ,No ,15,191,102,60
0x6059 ,2022-03-15,23:25:00,23:40:00,Sunny,Low ,motorcycle ,No ,15,493,119,76
0xad02 ,2022-03-13,11:00:00,11:15:00,Cloudy,Low ,motorcycle ,No ,15,79,11,36
0x75b1 ,2022-03-30,11:25:00,11:30:00,Cloudy,High ,motorcycle ,No ,5,696,92,8
0x4d27 ,2022-03-23,21:20:00,21:35:00,Stormy,Jam ,motorcycle ,Yes ,15,81,88,91
0xe1e0 ,2022-02-11,11:45:00,11:50:00,Stormy,High ,motorcycle ,No ,5,340,12,83
0x9013 ,2022-03-24,15:10:00,15:15:00,Sunny,Medium ,motorcycle ,No ,5,904,182,38
0x4189 ,2022-03-30,08:35:00,08:40:00,Sandstorms,Low ,motorcycle ,No ,5,820,11,9
0xcbc2 ,2022-02-15,21:45:00,21:50:00,Cloudy,Jam ,motorcycle ,No ,5,669,91,75
0x39c8 ,2022-03-04,18:40:00,18:55:00,Cloudy,Medium ,scooter ,No ,15,561,88,14
0x94d5 ,2022-03-31,18:35:00,18:40:00,Sunny,Medium ,scooter ,No ,5,717,81,40
0xc5a2 ,2022-02-11,21:45:00,21:50:00,Fog,Jam ,electric_scooter ,No ,5,75,19,77
0xd831 ,2022-02-15,22:10:00,22:15:00,Stormy,Low ,motorcycle ,No ,5,347,44,100
0x4c3b ,2022-03-14,23:10:00,23:20:00,Windy,Low ,scooter ,No ,10,847,168,62
0xbe28 ,2022-03-21,17:25:00,17:30:00,Windy,Medium ,scooter ,No ,5,341,187,10
0x8ec6 ,2022-03-09,17:40:00,17:45:00,Sandstorms,Medium ,motorcycle ,No ,5,579,23,90
0x3a74 ,2022-04-03,14:00:00,14:05:00,Cloudy,High ,motorcycle ,No ,5,694,101,60
0x74db ,2022-03-07,12:55:00,13:05:00,Fog,High ,electric_scooter ,No ,10,209,31,71
0xb456 ,2022-03-15,10:10:00,10:25:00,Fog,Low ,scooter ,No ,15,888,144,64
0xc071 ,2022-02-12,22:30:00,22:40:00,Sandstorms,Low ,electric_scooter ,No ,10,922,135,95
0x261d ,2022-03-30,10:30:00,10:35:00,Stormy,Low ,motorcycle ,No ,5,593,106,43
0x3a30 ,2022-03-10,17:40:00,17:50:00,Sunny,Medium ,motorcycle ,No ,10,468,155,33
0xe15 ,2022-04-01,14:00:00,14:15:00,Stormy,High ,electric_scooter ,No ,15,366,120,19
0x3ddf ,2022-04-03,23:55:00,00:10:00,Windy,Low ,scooter ,No ,15,322,136,18
0xb734 ,2022-03-02,21:40:00,21:55:00,Windy,Jam ,scooter ,No ,15,826,139,86
0x1773 ,2022-03-10,20:35:00,20:40:00,Cloudy,Jam ,motorcycle ,No ,5,250,92,56
0xa897 ,2022-04-02,20:25:00,20:35:00,Cloudy,Jam ,motorcycle ,No ,10,429,40,59
0x3b5d ,2022-04-06,17:45:00,17:50:00,Fog,Medium ,scooter ,No ,5,227,98,71
0x1c37 ,2022-03-09,08:30:00,08:40:00,Stormy,Low ,motorcycle ,No ,10,269,105,17
0x5957 ,2022-03-17,19:00:00,19:05:00,Sandstorms,Medium ,electric_scooter ,No ,5,547,93,88
0x4e23 ,2022-03-10,17:10:00,17:25:00,Sandstorms,Medium ,scooter ,No ,15,639,64,47
0xd476 ,2022-02-17,12:25:00,12:40:00,Windy,High ,scooter ,No ,15,481,80,26
0x4635 ,2022-03-06,22:10:00,22:25:00,Fog,Low ,motorcycle ,No ,15,22,167,81
0x3123 ,2022-03-06,19:45:00,19:50:00,Stormy,Jam ,scooter ,No ,5,386,175,49
0x8b14 ,2022-04-06,20:20:00,20:35:00,Cloudy,Jam ,electric_scooter ,No ,15,176,33,44
0x6e7a ,2022-04-06,23:00:00,23:10:00,Windy,Low ,scooter ,No ,10,384,138,23
0x6d57 ,2022-03-15,10:30:00,10:35:00,Cloudy,Low ,electric_scooter ,No ,5,712,102,5
0xc2e4 ,2022-02-15,19:45:00,19:55:00,Stormy,Jam ,motorcycle ,No ,10,610,64,52
0x3b1d ,2022-03-19,09:35:00,09:40:00,Stormy,Low ,motorcycle ,No ,5,288,143,83
0xc359 ,2022-02-18,21:10:00,21:15:00,Fog,Jam ,motorcycle ,No ,5,451,177,12
0x85cc ,2022-03-19,12:20:00,12:25:00,Sunny,High ,motorcycle ,No ,5,120,5,95
0x2007 ,2022-04-06,22:40:00,22:45:00,Sandstorms,Low ,electric_scooter ,No ,5,706,12,58
0xcb5d ,2022-02-17,11:15:00,11:20:00,Stormy,High ,scooter ,No ,5,16,38,45
0x76cd ,2022-04-05,19:30:00,19:40:00,Stormy,Jam ,scooter ,No ,10,920,154,96
